code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
340,15,F,non,Non,non,oui,non,interne,secondaire,primaire,ménagère,autre,non,non,< 3000 MAD,oui,scientifique,3,8.0,12.34,13.31,16.59,5.85,18.0,Privé,urbain,10,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,non,جيد
341,13,F,non,physique,non,oui,non,externe,universitaire,non,autre,ouvrier,oui,non,< 3000 MAD,oui,autre,0,7.06,11.63,5.55,10.57,17.32,18.0,Privé,rural,10,oui,oui,non,non,célibataire,rural,oui,Auditif,non,جيد
342,18,F,non,psychique,oui,non,oui,interne,non,universitaire,médecin,médecin,oui,non,> 6000 MAD,non,autre,0,5.09,8.66,14.16,14.69,7.11,16.68,Privé,rural,3,oui,oui,oui,oui,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
343,10,M,non,Non,oui,oui,non,externe,primaire,non,ménagère,médecin,non,non,< 3000 MAD,oui,scientifique,2,8.0,14.61,18.0,11.1,7.8,10.72,Privé,urbain,1,oui,oui,oui,non,célibataire,urbain,oui,Kinesthésique,partiellement,انقطعت
344,10,M,oui,Non,non,oui,non,externe,primaire,primaire,médecin,ouvrier,oui,non,3000-6000 MAD,oui,scientifique,0,3.72,18.0,10.75,6.13,18.0,16.66,Public,urbain,4,oui,oui,non,non,marié,urbain,oui,Kinesthésique,oui,جيد
345,8,F,non,physique,oui,oui,non,interne,non,secondaire,enseignante,ouvrier,oui,non,3000-6000 MAD,non,autre,3,7.9,9.06,11.68,5.51,5.09,14.54,Public,rural,9,oui,oui,non,non,marié,rural,non,Visuel,oui,انقطعت
346,16,F,non,Non,non,non,non,externe,primaire,secondaire,ménagère,enseignant,oui,non,< 3000 MAD,oui,scientifique,3,6.1,14.47,8.64,12.12,18.0,8.32,Privé,rural,6,oui,oui,oui,non,marié,rural,oui,Normal,partiellement,انقطعت
347,7,F,oui,Non,oui,non,non,interne,non,primaire,ménagère,ouvrier,oui,oui,< 3000 MAD,oui,autre,0,6.49,18.0,7.86,5.76,10.1,12.25,Public,urbain,6,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,non,جيد
348,18,M,non,Non,oui,non,non,interne,primaire,non,autre,médecin,non,non,> 6000 MAD,oui,scientifique,0,6.73,4.64,12.48,12.08,5.36,16.66,Public,rural,3,oui,oui,oui,non,marié,rural,oui,Kinesthésique,partiellement,انقطعت
349,14,M,oui,physique,oui,oui,oui,externe,secondaire,universitaire,autre,médecin,non,oui,> 6000 MAD,oui,scientifique,0,3.46,14.42,11.89,5.1,8.51,12.16,Public,rural,10,oui,oui,non,oui,marié,rural,non,Auditif,partiellement,انقطعت
350,15,M,non,psychique,non,non,non,externe,primaire,non,autre,ouvrier,oui,non,< 3000 MAD,non,autre,3,4.05,16.8,14.35,13.97,5.4,12.31,Public,urbain,1,oui,oui,non,oui,célibataire,urbain,non,Auditif,non,مثعثر دراسيا
351,10,M,oui,Non,non,oui,non,interne,secondaire,non,médecin,ouvrier,non,non,< 3000 MAD,non,autre,1,6.61,10.47,11.73,18.0,14.96,6.77,Privé,urbain,7,oui,oui,non,non,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
352,10,F,oui,psychique,non,oui,oui,interne,secondaire,non,autre,autre,non,non,3000-6000 MAD,oui,littéraire,3,6.57,13.12,11.31,9.68,7.69,13.48,Public,rural,10,oui,oui,oui,oui,célibataire,rural,non,Auditif,oui,مثعثر دراسيا
353,16,M,oui,Non,oui,oui,oui,interne,universitaire,universitaire,enseignante,enseignant,oui,non,< 3000 MAD,non,scientifique,3,8.0,15.29,18.0,11.13,18.0,11.37,Privé,urbain,10,oui,oui,non,non,marié,urbain,oui,Visuel,partiellement,انقطعت
354,9,M,oui,physique,non,non,oui,externe,primaire,non,autre,ouvrier,oui,oui,< 3000 MAD,oui,scientifique,1,5.45,13.37,17.08,7.91,9.63,11.89,Privé,urbain,8,oui,oui,oui,non,célibataire,urbain,oui,Visuel,partiellement,مثعثر دراسيا
355,11,M,oui,psychique,oui,oui,non,externe,non,non,enseignante,autre,non,oui,< 3000 MAD,non,scientifique,0,7.47,7.86,6.8,11.67,16.62,7.4,Privé,urbain,3,oui,oui,non,oui,marié,urbain,oui,Auditif,non,مثعثر دراسيا
356,16,F,oui,physique,non,non,non,externe,primaire,non,autre,ouvrier,non,oui,> 6000 MAD,oui,littéraire,3,7.36,7.48,10.6,9.65,12.27,17.85,Privé,rural,6,oui,oui,non,oui,célibataire,rural,oui,Visuel,partiellement,جيد
357,14,M,non,psychique,oui,oui,non,externe,secondaire,non,médecin,médecin,non,non,< 3000 MAD,non,littéraire,2,7.13,15.77,17.92,16.85,7.07,12.62,Public,urbain,4,oui,oui,non,non,marié,urbain,non,Visuel,oui,انقطعت
358,15,M,non,psychique,oui,oui,non,interne,non,non,enseignante,médecin,oui,oui,< 3000 MAD,oui,scientifique,2,6.51,16.17,17.87,13.2,15.0,18.0,Privé,rural,10,oui,oui,oui,non,marié,rural,oui,Kinesthésique,oui,انقطعت
359,6,F,non,psychique,non,non,non,interne,primaire,universitaire,autre,médecin,oui,oui,< 3000 MAD,non,autre,0,5.03,11.38,14.35,7.7,5.78,10.04,Public,urbain,5,oui,oui,oui,non,célibataire,urbain,non,Auditif,oui,مثعثر دراسيا
360,12,F,non,physique,oui,non,oui,interne,primaire,non,médecin,autre,non,non,< 3000 MAD,oui,autre,2,6.88,7.95,9.25,9.79,10.27,12.36,Privé,rural,7,oui,oui,non,non,célibataire,rural,oui,Visuel,partiellement,مثعثر دراسيا
361,13,M,non,psychique,non,non,oui,interne,secondaire,secondaire,autre,enseignant,non,non,3000-6000 MAD,oui,autre,1,4.16,9.22,14.3,15.21,16.81,5.92,Privé,urbain,3,oui,oui,oui,non,célibataire,urbain,oui,Auditif,partiellement,انقطعت
362,8,F,non,Non,non,oui,oui,interne,universitaire,secondaire,enseignante,médecin,oui,oui,< 3000 MAD,non,autre,1,6.76,4.48,11.33,16.37,14.5,7.44,Public,rural,8,oui,oui,oui,non,célibataire,rural,non,Auditif,partiellement,انقطعت
363,18,M,oui,psychique,oui,oui,oui,interne,universitaire,secondaire,autre,médecin,oui,oui,< 3000 MAD,non,autre,0,7.65,13.66,7.76,16.67,11.54,8.05,Privé,urbain,5,oui,oui,non,oui,célibataire,urbain,non,Visuel,non,انقطعت
364,10,M,non,psychique,non,oui,non,interne,universitaire,non,ménagère,autre,oui,non,< 3000 MAD,oui,littéraire,3,4.06,7.76,13.39,5.71,16.89,9.81,Privé,urbain,6,oui,oui,oui,non,célibataire,urbain,non,Visuel,partiellement,انقطعت
365,14,M,non,Non,non,oui,non,externe,secondaire,secondaire,autre,ouvrier,non,non,< 3000 MAD,non,autre,2,7.36,5.13,16.46,14.92,15.38,14.74,Privé,rural,4,oui,oui,non,oui,célibataire,rural,non,Auditif,partiellement,جيد
366,6,F,non,physique,non,non,non,interne,non,non,enseignante,autre,oui,oui,3000-6000 MAD,oui,scientifique,3,3.5,18.0,14.28,7.33,16.11,6.0,Public,urbain,10,oui,oui,oui,oui,marié,urbain,oui,Normal,oui,مثعثر دراسيا
367,9,F,non,physique,oui,non,non,externe,primaire,primaire,autre,enseignant,non,non,> 6000 MAD,non,autre,3,8.0,16.73,7.84,16.07,11.47,6.43,Privé,urbain,3,oui,oui,non,oui,marié,urbain,non,Kinesthésique,non,مثعثر دراسيا
368,8,M,oui,physique,non,oui,non,interne,secondaire,non,autre,médecin,non,non,3000-6000 MAD,non,littéraire,2,3.95,15.7,6.55,15.03,13.51,15.16,Public,rural,2,oui,oui,oui,oui,célibataire,rural,non,Visuel,oui,مثعثر دراسيا
369,11,F,oui,Non,oui,non,non,externe,universitaire,primaire,médecin,autre,non,non,< 3000 MAD,non,scientifique,2,8.0,12.04,16.43,11.49,16.88,11.35,Privé,urbain,10,oui,oui,non,oui,marié,urbain,oui,Visuel,oui,مثعثر دراسيا
370,15,F,non,psychique,non,non,oui,interne,universitaire,universitaire,autre,autre,non,oui,> 6000 MAD,oui,autre,1,4.5,9.27,10.31,15.7,9.41,9.97,Public,rural,6,oui,oui,oui,oui,célibataire,rural,oui,Visuel,oui,مثعثر دراسيا
371,12,M,non,psychique,oui,oui,oui,interne,non,non,médecin,autre,oui,oui,3000-6000 MAD,non,autre,2,7.73,11.74,7.92,9.64,18.0,18.0,Privé,rural,6,oui,oui,non,oui,marié,rural,oui,Auditif,partiellement,مثعثر دراسيا
372,13,F,oui,psychique,non,non,non,interne,primaire,secondaire,enseignante,médecin,oui,oui,3000-6000 MAD,non,littéraire,0,4.94,16.26,6.99,11.77,10.76,5.39,Privé,rural,8,oui,oui,oui,non,célibataire,rural,oui,Normal,partiellement,جيد
373,10,M,non,Non,oui,non,oui,interne,primaire,secondaire,médecin,ouvrier,non,non,3000-6000 MAD,oui,scientifique,0,5.26,14.88,15.51,5.11,10.2,9.88,Privé,rural,1,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,partiellement,جيد
374,8,F,oui,Non,oui,non,oui,externe,secondaire,secondaire,enseignante,médecin,oui,oui,< 3000 MAD,oui,autre,3,3.47,11.59,17.87,9.06,10.18,4.86,Public,urbain,1,oui,oui,non,oui,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
375,10,F,oui,psychique,oui,oui,oui,externe,secondaire,non,autre,médecin,oui,oui,< 3000 MAD,oui,autre,2,7.6,7.25,5.87,8.4,10.36,17.3,Privé,urbain,8,oui,oui,oui,non,marié,urbain,non,Visuel,oui,جيد
376,15,F,oui,psychique,oui,oui,non,interne,non,primaire,enseignante,autre,oui,non,< 3000 MAD,oui,scientifique,1,5.75,9.83,11.42,14.18,16.84,7.93,Privé,rural,9,oui,oui,oui,non,célibataire,rural,oui,Visuel,oui,مثعثر دراسيا
377,17,M,oui,physique,oui,non,oui,interne,non,non,ménagère,autre,non,oui,< 3000 MAD,non,autre,2,7.06,15.76,10.07,13.54,8.98,14.74,Public,urbain,10,oui,oui,oui,non,célibataire,urbain,non,Auditif,non,مثعثر دراسيا
378,6,M,non,psychique,non,non,oui,externe,universitaire,secondaire,médecin,médecin,oui,oui,< 3000 MAD,non,scientifique,2,3.68,13.06,11.7,6.89,5.59,6.93,Public,rural,2,oui,oui,non,oui,célibataire,rural,oui,Visuel,oui,انقطعت
379,16,F,oui,physique,non,oui,non,externe,universitaire,non,enseignante,enseignant,non,oui,< 3000 MAD,oui,scientifique,3,7.09,16.21,13.44,10.33,9.35,9.06,Privé,urbain,8,oui,oui,oui,non,célibataire,urbain,oui,Normal,non,انقطعت
380,14,M,oui,psychique,oui,non,oui,externe,secondaire,secondaire,autre,enseignant,non,non,< 3000 MAD,non,littéraire,0,5.2,13.62,16.66,16.79,6.07,17.15,Privé,urbain,10,oui,oui,oui,oui,marié,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
381,7,M,non,psychique,oui,non,oui,interne,primaire,non,enseignante,autre,non,non,< 3000 MAD,oui,scientifique,2,8.0,12.34,8.69,16.19,5.32,9.89,Privé,rural,6,oui,oui,non,non,marié,rural,non,Auditif,partiellement,مثعثر دراسيا
382,11,F,non,Non,oui,non,non,externe,primaire,universitaire,médecin,autre,oui,oui,< 3000 MAD,oui,autre,0,3.85,12.51,12.35,6.17,18.0,15.44,Privé,urbain,4,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,partiellement,جيد
383,16,F,oui,Non,oui,oui,non,externe,primaire,non,médecin,médecin,non,non,3000-6000 MAD,non,scientifique,3,7.04,10.22,14.75,5.88,14.82,9.67,Privé,urbain,3,oui,oui,non,non,marié,urbain,non,Kinesthésique,partiellement,مثعثر دراسيا
384,17,F,oui,physique,oui,non,oui,interne,universitaire,non,ménagère,médecin,oui,oui,> 6000 MAD,non,littéraire,2,4.07,18.0,15.67,13.32,12.78,8.95,Privé,urbain,9,oui,oui,non,oui,marié,urbain,oui,Visuel,oui,جيد
385,6,M,oui,Non,oui,non,non,interne,non,non,enseignante,ouvrier,oui,oui,3000-6000 MAD,non,autre,3,5.95,8.85,6.1,13.97,14.72,14.49,Public,rural,2,oui,oui,oui,oui,célibataire,rural,oui,Auditif,partiellement,انقطعت
386,12,F,oui,psychique,non,non,oui,externe,non,non,enseignante,autre,oui,non,3000-6000 MAD,oui,littéraire,0,3.84,14.04,7.58,10.56,10.84,7.62,Public,urbain,2,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,partiellement,جيد
387,17,F,oui,Non,oui,non,oui,externe,universitaire,secondaire,enseignante,ouvrier,oui,oui,> 6000 MAD,non,scientifique,1,4.42,12.2,15.69,6.19,7.99,16.78,Privé,urbain,6,oui,oui,non,oui,marié,urbain,oui,Auditif,oui,انقطعت
388,14,M,oui,physique,non,oui,non,interne,universitaire,non,autre,médecin,non,oui,> 6000 MAD,oui,scientifique,2,8.0,6.76,5.78,9.23,9.47,6.0,Privé,rural,3,oui,oui,oui,non,célibataire,rural,non,Normal,oui,مثعثر دراسيا
389,11,F,oui,physique,non,oui,non,externe,secondaire,universitaire,ménagère,ouvrier,oui,non,< 3000 MAD,oui,autre,2,3.69,4.06,11.41,8.68,5.12,6.86,Public,rural,8,oui,oui,non,oui,célibataire,rural,non,Auditif,non,انقطعت
390,10,F,non,Non,non,non,non,externe,non,primaire,enseignante,médecin,non,oui,> 6000 MAD,oui,scientifique,0,4.11,17.89,16.78,15.49,18.0,12.48,Privé,urbain,10,oui,oui,oui,non,célibataire,urbain,non,Auditif,oui,انقطعت
391,7,M,oui,Non,non,non,oui,interne,universitaire,primaire,ménagère,enseignant,oui,oui,3000-6000 MAD,oui,scientifique,1,7.35,4.76,12.88,11.39,11.65,11.31,Public,urbain,5,oui,oui,oui,oui,célibataire,urbain,non,Visuel,non,مثعثر دراسيا
392,17,M,non,physique,non,oui,non,interne,primaire,universitaire,enseignante,ouvrier,oui,non,< 3000 MAD,non,littéraire,3,8.0,16.4,7.89,13.77,18.0,11.21,Public,urbain,6,oui,oui,non,non,célibataire,urbain,oui,Auditif,non,جيد
393,8,F,oui,Non,oui,non,non,externe,primaire,secondaire,autre,ouvrier,oui,oui,> 6000 MAD,non,autre,1,5.82,12.1,7.65,5.67,15.3,5.75,Privé,urbain,10,oui,oui,non,non,célibataire,urbain,oui,Visuel,partiellement,انقطعت
394,14,F,oui,Non,oui,oui,non,interne,secondaire,non,ménagère,enseignant,non,non,< 3000 MAD,non,autre,3,5.93,10.74,13.26,16.71,7.12,15.69,Privé,rural,2,oui,oui,non,non,célibataire,rural,non,Normal,oui,مثعثر دراسيا
395,11,F,non,psychique,non,non,non,interne,universitaire,non,autre,médecin,oui,non,> 6000 MAD,non,littéraire,2,4.68,14.07,8.05,17.12,15.78,5.43,Privé,rural,3,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,oui,انقطعت
396,14,M,non,physique,oui,oui,oui,externe,universitaire,secondaire,ménagère,ouvrier,non,non,3000-6000 MAD,oui,littéraire,1,5.59,14.73,9.09,8.83,9.9,11.46,Privé,urbain,10,oui,oui,oui,non,célibataire,urbain,oui,Normal,partiellement,جيد
397,15,F,non,physique,non,oui,oui,interne,non,primaire,médecin,autre,non,oui,> 6000 MAD,oui,scientifique,2,6.56,15.02,12.57,16.51,11.71,10.27,Privé,rural,2,oui,oui,oui,non,marié,rural,oui,Normal,non,جيد
398,14,F,oui,Non,oui,non,oui,externe,secondaire,primaire,autre,médecin,non,non,3000-6000 MAD,oui,scientifique,1,6.61,18.0,14.92,8.72,15.38,16.84,Public,urbain,6,oui,oui,non,non,célibataire,urbain,non,Visuel,partiellement,انقطعت
399,17,F,non,physique,non,non,non,interne,universitaire,non,ménagère,enseignant,non,oui,< 3000 MAD,non,littéraire,0,7.58,6.07,4.75,6.38,9.4,12.35,Public,urbain,9,oui,oui,oui,non,célibataire,urbain,oui,Auditif,non,جيد
400,9,F,non,physique,non,non,oui,interne,secondaire,non,autre,enseignant,non,oui,3000-6000 MAD,non,scientifique,0,5.81,13.29,5.98,12.65,18.0,18.0,Privé,urbain,7,oui,oui,non,non,marié,urbain,oui,Auditif,partiellement,جيد
401,6,M,oui,physique,non,non,non,interne,non,universitaire,médecin,autre,non,oui,< 3000 MAD,oui,autre,1,6.25,6.86,5.14,6.35,6.1,5.2,Public,rural,8,oui,oui,oui,non,célibataire,rural,non,Visuel,oui,جيد
402,14,F,non,Non,oui,oui,non,externe,non,non,ménagère,enseignant,oui,non,3000-6000 MAD,oui,littéraire,1,4.76,16.13,10.04,13.1,18.0,17.06,Privé,rural,2,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,oui,جيد
403,7,M,oui,psychique,non,non,non,interne,primaire,secondaire,ménagère,ouvrier,non,non,> 6000 MAD,oui,scientifique,0,6.96,5.51,15.72,6.63,18.0,14.01,Privé,rural,8,oui,oui,oui,oui,marié,rural,oui,Kinesthésique,partiellement,انقطعت
404,11,F,oui,physique,oui,oui,oui,externe,universitaire,secondaire,ménagère,ouvrier,oui,non,> 6000 MAD,oui,littéraire,1,5.31,6.66,14.15,11.91,11.62,14.43,Privé,urbain,1,oui,oui,oui,oui,marié,urbain,oui,Normal,partiellement,انقطعت
405,10,M,oui,psychique,non,non,non,interne,primaire,primaire,autre,ouvrier,oui,non,< 3000 MAD,oui,autre,0,8.0,15.4,8.71,10.39,16.97,10.79,Privé,urbain,5,oui,oui,oui,oui,célibataire,urbain,oui,Kinesthésique,non,جيد
406,11,M,non,physique,non,oui,oui,interne,universitaire,secondaire,ménagère,enseignant,non,non,3000-6000 MAD,non,scientifique,3,5.3,15.55,16.31,17.82,9.57,17.22,Privé,urbain,7,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,partiellement,جيد
407,8,M,oui,physique,non,oui,non,interne,non,non,autre,ouvrier,non,non,3000-6000 MAD,non,autre,2,7.75,8.12,11.29,18.0,6.62,5.59,Privé,urbain,2,oui,oui,non,oui,célibataire,urbain,oui,Auditif,oui,مثعثر دراسيا
408,7,M,oui,Non,non,oui,non,interne,primaire,secondaire,ménagère,autre,non,non,< 3000 MAD,non,autre,0,5.89,17.09,15.99,10.57,13.51,15.86,Privé,rural,6,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,oui,مثعثر دراسيا
409,7,F,non,psychique,non,non,oui,interne,secondaire,universitaire,enseignante,enseignant,non,oui,< 3000 MAD,oui,littéraire,2,4.08,11.38,13.02,16.73,16.55,6.1,Public,urbain,7,oui,oui,non,non,célibataire,urbain,oui,Visuel,oui,مثعثر دراسيا
410,7,F,oui,Non,oui,oui,non,interne,primaire,non,enseignante,médecin,oui,oui,3000-6000 MAD,oui,littéraire,2,7.35,13.28,5.97,17.72,11.91,6.98,Privé,urbain,7,oui,oui,non,oui,célibataire,urbain,non,Auditif,oui,مثعثر دراسيا
411,13,F,non,psychique,non,oui,non,externe,non,non,ménagère,autre,non,oui,< 3000 MAD,non,scientifique,0,6.75,14.56,7.18,8.16,16.6,15.89,Privé,urbain,3,oui,oui,non,non,célibataire,urbain,non,Visuel,non,مثعثر دراسيا
412,6,F,oui,physique,oui,non,non,interne,universitaire,universitaire,ménagère,ouvrier,non,non,< 3000 MAD,non,autre,3,6.97,13.55,18.0,6.82,18.0,16.08,Privé,rural,6,oui,oui,oui,oui,célibataire,rural,oui,Visuel,non,انقطعت
413,11,F,oui,Non,non,oui,non,externe,non,non,médecin,enseignant,oui,oui,> 6000 MAD,oui,autre,0,4.98,5.4,9.9,4.08,14.47,12.1,Public,rural,6,oui,oui,oui,non,marié,rural,non,Normal,partiellement,انقطعت
414,13,F,non,Non,non,non,oui,interne,non,universitaire,enseignante,enseignant,non,oui,3000-6000 MAD,non,littéraire,1,8.0,5.93,11.75,16.64,12.33,9.43,Privé,rural,8,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,oui,مثعثر دراسيا
415,8,F,oui,physique,non,non,non,interne,primaire,primaire,enseignante,ouvrier,non,non,< 3000 MAD,non,littéraire,1,7.32,17.84,13.19,17.44,6.97,17.38,Public,rural,6,oui,oui,non,non,célibataire,rural,oui,Visuel,oui,جيد
416,7,F,oui,physique,oui,oui,oui,externe,primaire,secondaire,enseignante,médecin,non,oui,> 6000 MAD,oui,autre,3,4.54,13.01,17.86,5.76,10.0,6.23,Privé,rural,7,oui,oui,oui,oui,célibataire,rural,oui,Kinesthésique,oui,انقطعت
417,7,M,non,Non,oui,oui,oui,interne,non,universitaire,autre,ouvrier,non,oui,< 3000 MAD,oui,scientifique,1,3.67,17.78,10.67,14.43,7.48,6.26,Privé,rural,2,oui,oui,oui,non,marié,rural,non,Normal,partiellement,مثعثر دراسيا
418,14,F,oui,physique,non,non,oui,interne,primaire,secondaire,médecin,enseignant,non,non,< 3000 MAD,oui,littéraire,0,7.77,7.58,7.89,12.31,6.92,9.44,Privé,urbain,6,oui,oui,non,oui,marié,urbain,oui,Normal,partiellement,انقطعت
419,9,F,non,Non,oui,oui,oui,interne,non,universitaire,médecin,ouvrier,oui,oui,> 6000 MAD,non,littéraire,3,5.55,5.9,16.86,4.84,5.89,12.62,Public,urbain,4,oui,oui,non,non,célibataire,urbain,non,Normal,oui,مثعثر دراسيا
420,18,F,oui,psychique,non,oui,oui,externe,universitaire,primaire,enseignante,autre,non,non,< 3000 MAD,non,autre,2,5.57,7.33,9.77,11.3,13.35,17.53,Privé,rural,8,oui,oui,oui,non,marié,rural,non,Auditif,partiellement,انقطعت
421,7,F,non,Non,non,oui,non,interne,universitaire,secondaire,médecin,médecin,oui,oui,< 3000 MAD,oui,autre,0,4.14,7.99,12.65,10.13,10.58,12.51,Public,rural,8,oui,oui,oui,oui,marié,rural,oui,Visuel,non,مثعثر دراسيا
422,8,M,non,Non,oui,non,oui,externe,universitaire,secondaire,autre,enseignant,non,non,< 3000 MAD,oui,autre,0,5.09,15.74,7.98,13.97,4.77,5.16,Public,rural,3,oui,oui,non,non,célibataire,rural,non,Visuel,oui,انقطعت
423,15,F,oui,psychique,non,oui,oui,interne,secondaire,universitaire,médecin,autre,non,oui,< 3000 MAD,non,autre,1,8.0,7.01,13.98,14.16,5.9,7.44,Privé,rural,8,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,partiellement,جيد
424,12,M,non,Non,oui,oui,oui,interne,secondaire,non,enseignante,médecin,non,oui,3000-6000 MAD,oui,scientifique,3,5.59,7.86,4.47,15.32,4.97,9.73,Public,rural,10,oui,oui,non,oui,marié,rural,oui,Visuel,partiellement,انقطعت
425,17,F,non,physique,non,non,non,externe,universitaire,secondaire,médecin,enseignant,oui,oui,3000-6000 MAD,non,scientifique,2,3.54,7.64,17.89,13.03,10.89,14.0,Public,urbain,2,oui,oui,oui,oui,marié,urbain,non,Visuel,oui,انقطعت
426,9,F,oui,Non,oui,non,non,externe,universitaire,secondaire,autre,enseignant,oui,oui,< 3000 MAD,oui,scientifique,2,8.0,16.11,17.71,8.78,8.85,13.16,Public,urbain,5,oui,oui,oui,non,célibataire,urbain,oui,Kinesthésique,non,انقطعت
427,13,F,non,physique,non,non,non,interne,universitaire,universitaire,ménagère,médecin,oui,oui,3000-6000 MAD,non,scientifique,2,4.1,6.28,15.23,9.48,15.59,10.31,Public,rural,2,oui,oui,non,non,célibataire,rural,non,Auditif,partiellement,جيد
428,13,F,oui,psychique,oui,oui,oui,externe,primaire,secondaire,médecin,autre,non,oui,3000-6000 MAD,oui,scientifique,0,5.19,11.76,7.63,12.5,17.3,6.95,Public,rural,5,oui,oui,non,non,marié,rural,oui,Visuel,non,انقطعت
429,10,F,non,physique,oui,non,oui,interne,primaire,universitaire,ménagère,médecin,non,oui,< 3000 MAD,non,autre,2,6.44,16.81,7.65,16.45,13.49,7.91,Privé,urbain,5,oui,oui,non,non,marié,urbain,oui,Kinesthésique,non,انقطعت
430,7,M,oui,psychique,non,non,non,externe,secondaire,non,autre,enseignant,non,oui,3000-6000 MAD,oui,scientifique,2,6.04,11.06,11.28,16.69,6.36,15.62,Privé,rural,7,oui,oui,oui,oui,marié,rural,oui,Kinesthésique,non,جيد
431,9,F,oui,Non,non,non,non,interne,non,universitaire,enseignante,ouvrier,oui,oui,< 3000 MAD,oui,autre,3,6.23,16.26,6.14,16.5,10.25,4.55,Public,rural,5,oui,oui,non,oui,marié,rural,oui,Auditif,partiellement,مثعثر دراسيا
